board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Endeavor Womens Pioneer,https://thegoodride.com/snowboard-reviews/endeavor-womens-pioneer-2020-snowboard-review,Liked it!,Aggressive All Mountain Freestyle,Advanced - Expert,"Women's, 8-10, 10-12",None,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Good,Great,['2020'],womens,exlnA1evJb+llp923JFkgll/vxc=
Gentemstick Baby Mantaray,https://thegoodride.com/snowboard-reviews/gentemstick-baby-mantaray-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,Women's,China,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Poor,Average,Poor,Average,['2020'],womens,YvSfS42ig/UpP3tGmNi5xcZN1iA=
Gentemstick  Mermaid,https://thegoodride.com/snowboard-reviews/gentemstick-mermaid-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Advanced,"Women's, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Great,Average,Average,Poor,Good,['2020'],womens,37XpE/YHARmgTkTY6/lTiWx7xvY=
Gentemstick Trinity,https://thegoodride.com/snowboard-reviews/gentemstick-trinity-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,Women's,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Average,Poor,Poor,[],womens,pezWZf8Rct2yY6f5JShKX7yu2mo=
Gilson  Glacier,https://thegoodride.com/snowboard-reviews/gilson-glacier-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Advanced,"Women's, 8-10",None,True Twin,Traditional Camber,Centered,Feels Heavy,Great,Good,Great,Good,Good,Great,Good,Average,Good,['2020'],womens,EUOVcFAqA+myki7E+Vdu6oxvKRI=
Gilson Nirvana,https://thegoodride.com/snowboard-reviews/gilson-nirvana-2020-snowboard-review,Pretty Good,Freestyle,Intermediate - Advanced,"Women's, 8-10",None,True Twin,Flat to Rocker,Centered,Feels Heavy,Good,Good,Great,Good,Good,Great,Good,Good,Average,['2020'],womens,u4tTIQb3KpTb681a3zRUheq7ehQ=
Gnu B-Nice,https://thegoodride.com/snowboard-reviews/gnu-b-nice-2010-2019-snowboard-review,Liked it!,Freestyle,Beginner - Expert,Women's,USA by Mervin,Asymmetrical Twin,Continuous Rocker,Centered,Feels Heavy,Average,Good,Average,Average,Great,Excellent,Good,Good,Good,"['2010', '2019']",womens,6yO5/hihkD9SY+iTFei/tonBXuU=
Gnu B-Pro,https://thegoodride.com/snowboard-reviews/gnu-b-pro-2014-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,Women's,USA by Mervin,True Twin,Mostly Camber,Centered,Feels Heavy,Poor,Great,Great,Great,Average,Great,Great,Average,Great,"['2014', '2019']",womens,pTZEAOtDLjTCvvUQgkiqeF1N1nw=
Gnu Chromatic,https://thegoodride.com/snowboard-reviews/gnu-chromatic-2019-snowboard-review,Liked it!,All Mountain,Beginner - Advanced,Women's,USA By Mervin,Directional Twin,Continuous Rocker,Centered,Feels Normal,Good,Good,Average,Average,Good,Good,Average,Good,Good,['2019'],womens,w+uB3OS9exn3NLMBNdNzUW0LTtc=
Gnu Free Spirit,https://thegoodride.com/snowboard-reviews/gnu-free-spirit-2018-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"Women's, < 8",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Average,Average,Good,Poor,Average,"['2018', '2019']",womens,9OJOINGUHjX+cy2exSPL8wiAL5o=
Gnu Gloss,https://thegoodride.com/snowboard-reviews/gnu-gloss-2018-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,Women's,USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Average,Good,Great,Great,Good,Good,Good,"['2018', '2019']",womens,WE8C4qwn4zNKjPT7chLmqUqIOBc=
Gnu Klassy,https://thegoodride.com/snowboard-reviews/gnu-klassy-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,"Women's, < 8",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Average,Good,Average,Good,['2019'],womens,nGnx9ujElaCrEvFF7hHMWwviwc4=
Gnu Ladies Choice,https://thegoodride.com/snowboard-reviews/gnu-ladies-choice-2013-2019-snowboard-review,Loved it!,Freestyle,Beginner - Expert,Women's,USA by Mervin,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Good,Good,Great,Excellent,Excellent,Good,Great,"['2013', '2019']",womens,e7mYSULfoJY8x3C+N8c4piMvNT0=
Gnu Ladies Hyperkyarve,https://thegoodride.com/snowboard-reviews/gnu-ladies-hyperkyarve-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,Women's,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,['2019'],womens,QRweWvsgTzZxseotCCtb0VxvNVw=
GNU Pro Choice,https://thegoodride.com/snowboard-reviews/gnu-pro-choice-2020-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"Women's, 8-10",None,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Great,Great,Good,Excellent,Great,Good,Great,['2020'],womens,atr96jz0Lrvx+BmnB/H/nQPJ2rU=
Gnu Velvet,https://thegoodride.com/snowboard-reviews/gnu-velvet-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Advanced,Women's,USA by Mervin,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Excellent,Good,Good,Good,"['2013', '2019']",womens,+Jey1KsE7CEYexGd4HxqKuqvKp8=
GNU Whip,https://thegoodride.com/snowboard-reviews/gnu-whip-2020-snowboard-review,Pretty Good,Aggressive All Mountain,Advanced - Expert,"Women's, 8-10",None,Tapered Directional,Hybrid Rocker,None,Feels Normal,Good,Great,Great,Great,Average,Average,Average,Poor,Good,['2020'],womens,eCbtWWIcA3t0eWZ+3uJcOyepvOY=
Jones Airheart,https://thegoodride.com/snowboard-reviews/jones-airheart-2018-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,Women's,Dubai by SWS,Twinish,Hybrid Camber,Setback -20mm,Feels Light,Good,Good,Good,Good,Average,Good,Great,Average,Good,"['2018', '2020']",womens,H0gAVbGmKSQIyb1qwpbKj/CDWEE=
Jones Dream Catcher,https://thegoodride.com/snowboard-reviews/jones-dream-catcher-women's-2020-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"Women's, 8-10",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Good,Great,Great,Great,Great,Great,Good,['2020'],womens,00357H9ad7GSPG7SX/V2IX4zS7g=
Jones Solution Splitboard,https://thegoodride.com/snowboard-reviews/jones-solution-splitboard-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,"Women's, 8-10",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Excellent,Great,Great,Great,Good,Poor,Poor,Poor,Poor,['2020'],womens,0PlghriOo1ODHn5vVQ9Vgiga9k8=
Jones Twin Sister,https://thegoodride.com/snowboard-reviews/jones-twin-sister-2013-2021-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"Women's, < 8, 8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Average,Good,"['2013', '2021']",womens,5RKwwRd/xCk2D2sz0BnyiwNXF3M=
Jones Womens Flagship,https://thegoodride.com/snowboard-reviews/jones-womens-flagship-2013-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,Women's,Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Heavy,Great,Great,Good,Great,Average,Average,Average,Poor,Average,"['2013', '2020']",womens,qD47kkVTOlo1tOPL4kAwSpOutuY=
Jones Womens Hovercraft,https://thegoodride.com/snowboard-reviews/jones-womens-hovercraft-2016-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,Women's,Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Great,Great,Good,Great,Good,Poor,Average,Poor,Average,"['2016', '2020']",womens,Q2IVk9DUl27RF4/nrpsClXhJVVM=
Jones Womens Mind Expander,https://thegoodride.com/snowboard-reviews/jones-womens-mind-expander-2019-snowboard-review,Loved it!,Powder,Intermediate - Expert,Women's,Dubai by SWS,Tapered Directional,Flat to Rocker,Centered,Feels Normal,Excellent,Good,Average,Good,Great,Average,Good,Average,Average,['2019'],womens,0DZitH72iIfMp02ihrZIE9i5490=
K2 Cold Shoulder,https://thegoodride.com/snowboard-reviews/k2-cold-shoulder-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"Women's, 8-10",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Average,Average,Good,Poor,Good,['2020'],womens,5oCr16twegVwPezvI3MOfHV8NtA=
K2  First Lite,https://thegoodride.com/snowboard-reviews/k2-first-lite-2013-2019-snowboard-review,Pretty Good,All Mountain,Beginner - Intermediate,Women's,China,Directional Twin,Flat to Rocker,Setback -20mm,Feels Normal,Good,Average,Average,Average,Great,Good,Average,Good,Average,"['2013', '2019']",womens,/HA46XqDuesFkuA7Gi2t21L9u1s=
K2 Lime Lite,https://thegoodride.com/snowboard-reviews/k2-lime-lite-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,Women's,China,True Twin,Hybrid Camber,Centered,Feels Normal,Poor,Great,Good,Good,Good,Great,Great,Good,Great,"['2013', '2019']",womens,TGoLW8G6W+Em4DLHdloyGTcxZxo=
K2 Wildheart,https://thegoodride.com/snowboard-reviews/k2-wildheart-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"Women's, 8-10, 10-12",None,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Average,Poor,Average,['2020'],womens,H1zAWLNpv4ieTtR8FA2QrwIB/gs=
K2 Womens Party Platter,https://thegoodride.com/snowboard-reviews/k2-womens-party-platter-2020-snowboard-review,Liked it!,Powder,Intermediate - Expert,"Women's, 8-10, 10-12",China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Average,Average,Average,Average,Poor,Good,['2020'],womens,PjgYUWcx/Ls07d6SRkHuDD0h+70=
Lib Tech Cortado,https://thegoodride.com/snowboard-reviews/lib-tech-cortado-2020-snowboard-review,Pretty Good,Aggressive All Mountain,Intermediate - Expert,"Women's, 10-12",None,Tapered Directional,Hybrid Rocker,Setback -20mm,Feels Heavy,Great,Good,Good,Great,Good,Average,Good,Poor,Average,['2020'],womens,QWlVvBp0EZ7FTqK3iE30h5DTjGI=
Lib Tech Dynamiss,https://thegoodride.com/snowboard-reviews/lib-tech-dynamiss-2020-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"Women's, 8-10",None,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Average,Great,['2020'],womens,7UYDFlW+WxU2cQFaiV/gyZUs3jA=
Lib Tech No.43,https://thegoodride.com/snowboard-reviews/lib-tech-no-43-2020-snowboard-review,Pretty Good,All Mountain Freestyle,Advanced - Expert,"Women's, 8-10",None,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Great,Good,Great,Good,Great,Great,Good,Great,['2020'],womens,RL9HaF/n3b2eJawbBqaBH4qMHtU=
Marhar Aura,https://thegoodride.com/snowboard-reviews/marhar-aura-2018-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,Women's,USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Good,Average,Good,Good,Great,Good,Good,Good,['2018'],womens,6BWuEbbJZz5Jqn0iykLN7Sm+ij8=
Marhar  Katana,https://thegoodride.com/snowboard-reviews/marhar-katana-2018-snowboard-review,Liked it!,Jib / Street,Beginner - Expert,Women's,USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Good,Great,Good,Excellent,Average,['2018'],womens,n9qA0VUGS7UpcZo1iqJ25sTi0IE=
Moss Snowstick 50 Swallow,https://thegoodride.com/snowboard-reviews/moss-snowstick-50-swallow-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"Women's, 8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Poor,Average,Poor,Average,['2020'],womens,eaVZwHooYpLWbgRr5bP+rOujWw4=
Moss Snowstick  Performance Quad 49,https://thegoodride.com/snowboard-reviews/moss-snowstick-performance-quad-49-2020-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"Women's, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Excellent,Great,Good,Average,Good,Poor,Poor,Poor,Average,['2020'],womens,e9FFmfTy1s50xvfVDtLAQ+zx+dE=
Moss Snowstick U3,https://thegoodride.com/snowboard-reviews/moss-snowstick-u3-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"Women's, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Average,Good,Poor,Average,Poor,Average,['2020'],womens,dwYUdOQvFDRWvnb4Dqw3LPNeEA4=
Never Summer Aura,https://thegoodride.com/snowboard-reviews/never-summer-aura-2016-2019-snowboard-review,Loved it!,All Mountain,Advanced - Expert,Women's,USA by Never Summer,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Great,Average,Great,"['2016', '2019']",womens,5YQc5CWNQ9aYRVQqGOfHa8SHBFU=
Never Summer Infinity,https://thegoodride.com/snowboard-reviews/never-summer-infinity-2010-2021-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"Women's, < 8, 8-10",USA by Never Summer,Twinish,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Good,Good,"['2010', '2021']",womens,ZL3pyHheiUn1lNc45OthR0wdL4o=
Never Summer Lady West,https://thegoodride.com/snowboard-reviews/never-summer-lady-west-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"Women's, 8-10",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Great,Average,Great,['2020'],womens,KJzsHjPKXIiuVGzxutrr78xWHQA=
Never Summer Onyx,https://thegoodride.com/snowboard-reviews/never-summer-onyx-snowboard-review-and-buying-advice,Liked it!,All Mountain Freestyle,Beginner - Expert,Women's,USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Great,[],womens,s5THqaVV1uGkaRZNQxZFw/Y+cqk=
Never Summer Shade,https://thegoodride.com/snowboard-reviews/never-summer-shade-2020-snowboard-review,Loved it!,Freestyle,Beginner - Advanced,"Women's, 8-10",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Average,Good,Great,Great,Good,Great,Good,['2020'],womens,gH1ojzTqcxbqwg1UG6lyLRWnR8Y=
Never Summer Womens Insta Gator,https://thegoodride.com/snowboard-reviews/never-summer-womens-insta-gator-2018-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,Women's,USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Great,Average,Good,Average,Average,"['2018', '2019']",womens,/czIBiavTNFHU5t3599kfReOATo=
Never Summer Womens Maverix,https://thegoodride.com/snowboard-reviews/never-summer-womens-maverix-2018-2019-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,Women's,USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Average,Average,Average,Average,"['2018', '2019']",womens,hM01LDEbZy+lKtsXP56sIn+K+kQ=
Never Summer Womens Proto Synthesis,https://thegoodride.com/snowboard-reviews/never-summer-womens-proto-synthesis-2021-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Advanced,"Women's, < 8, 8-10",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Great,Great,Great,Great,Good,Great,['2021'],womens,LFhn/U+p00v+92FrXjJLsqildh8=
Never Summer Womens Proto Type Two,https://thegoodride.com/snowboard-reviews/never-summer-womens-proto-type-two-2017-2019-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,Women's,USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Excellent,Good,Great,"['2017', '2019']",womens,KEi956r2EPS84CodnMSsBNf4SUM=
Niche Ember,https://thegoodride.com/snowboard-reviews/niche-ember-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Advanced,"Women's, 8-10, 10-12",None,Tapered Directional,Hybrid Camber,Setback -12.5mm,Feels Normal,Great,Good,Great,Great,Good,Average,Good,Poor,Good,['2020'],womens,uTUKGM19iVe5gHMmANXwZRC4qTg=
Niche  Minx,https://thegoodride.com/snowboard-reviews/niche-minx-2020-snowboard-review,Pretty Good,Freestyle,Beginner - Intermediate,"Women's, 8-10",None,True Twin,Flat to Rocker,Centered,Feels Normal,Good,Average,Average,Good,Good,Great,Good,Great,Average,['2020'],womens,QUqMP3BE45yRzholGAFf2/IaP8o=
Niche  Nightshade,https://thegoodride.com/snowboard-reviews/niche-nightshade-2020-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Advanced,"Women's, 8-10",Austria,True Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Great,Great,Great,Good,Great,['2020'],womens,+DTNkDjiMeKlN3w9WuPk2KUwQA4=
Niche Sonnet,https://thegoodride.com/snowboard-reviews/niche-sonnet-2020-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Advanced,"Women's, 8-10",None,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Average,Good,Great,Great,Good,Good,Average,['2020'],womens,Y/lkp6t04PshdTceYr7vbIv+lQc=
Nitro Drop,https://thegoodride.com/snowboard-reviews/nitro-drop-women's-snowboard-review,Liked it!,Aggressive All Mountain,Intermediate - Advanced,Women's,None,Tapered Directional,Mostly Camber,None,Feels Normal,Good,Great,Great,Great,Good,Good,Good,Average,Average,[],womens,YYqeNNqOKeTbjbvIKSUyg5cHLwc=
Nitro Fate,https://thegoodride.com/snowboard-reviews/nitro-fate-2010-2019-women's-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,Women's,None,Directional Twin,Mostly Camber,Setback -15mm,Feels Normal,Average,Great,Great,Great,Good,Great,Great,Average,Great,"['2010', '2019']",womens,p1wtm1RxxGZp9J7h61FSniGMi2E=
Nitro Mercy,https://thegoodride.com/snowboard-reviews/nitro-mercy-women's-snowboard-review,Liked it!,Freestyle,Intermediate - Expert,Women's,None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Great,Great,Great,Great,Great,Great,Great,[],womens,NBHMHb+OJo/mdUz9H++bFIbrUr0=
Nitro Mystique,https://thegoodride.com/snowboard-reviews/nitro-mystique-women's-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,Women's,None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Good,Good,Great,Good,Great,Good,Average,[],womens,mbV8Ogd+xXU7InG6zGoMxVgfETA=
Nitro Spell,https://thegoodride.com/snowboard-reviews/nitro-spell-2017-snowboard-review,Liked it!,Freestyle,Beginner - Expert,Women's,None,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Good,Great,Good,Great,Average,['2017'],womens,j6DkbuYnWDwEwDwQ2BeMHg2J4jw=
Ride Hellcat,https://thegoodride.com/snowboard-reviews/ride-hellcat-2014-2019-snowboard-review,Loved it!,Freeride,Advanced - Expert,Women's,China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Good,Average,Good,"['2014', '2019']",womens,udbGoeibPCJRfC8EGUDMgmWhFsg=
Ride OMG,https://thegoodride.com/snowboard-reviews/ride-omg-2012-2018-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,Women's,China,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Good,Good,Good,Great,Great,Good,Good,"['2012', '2018']",womens,FIMKsyVWA/ypO4rxAtAzoTSqRRQ=
Ride Psychocandy,https://thegoodride.com/snowboard-reviews/ride-psychocandy-2020-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"Women's, 8-10, 10-12, > 12",None,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Normal,Great,Good,Great,Great,Good,Average,Average,Poor,Good,['2020'],womens,zKtUvyiracRn1uQ4dZCW08jptu8=
Ride Saturday,https://thegoodride.com/snowboard-reviews/ride-saturday-2018-2019-snowboard-review,It´s OK,All Mountain Freestyle,Intermediate - Expert,Women's,China,True Twin,Hybrid Camber,Centered,Feels Heavy,Average,Average,Good,Great,Great,Great,Good,Average,Good,"['2018', '2019']",womens,hG3BwDG2MpatXm3cHnUUF1Okdjg=
Ride Warpig,https://thegoodride.com/snowboard-reviews/ride-warpig-2020-womens-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"Women's, 8-10, 10-12",China,Tapered Directional,Flat to Rocker,Centered,Feels Normal,Good,Good,Good,Average,Great,Average,Average,Average,Average,['2020'],womens,MJA4ZeSSFj1ln4ie8UE5HmB+yUg=
Rome Winterland,https://thegoodride.com/snowboard-reviews/rome-winterland-2017-snowboard-review,Liked it!,Freeride,Advanced - Expert,Women's,Canada,Tapered Directional,Mostly Camber,Setback -20mm,Feels Light,Good,Great,Great,Great,Good,Average,Average,Poor,Average,['2017'],womens,RLHzvycFihRGCiMO8Ab8w9nfZJo=
Rossignol After Hours,https://thegoodride.com/snowboard-reviews/rossignol-after-hours-2021-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"Women's, < 8, 8-10",Taiwan or China,Directional Twin,Hybrid Camber,Setback -10mm,Feels Light,Great,Great,Great,Great,Great,Good,Good,Poor,Good,['2021'],womens,GukwgQ2SWFq6Wapt1l8ha3laI3k=
Rossignol Diva,https://thegoodride.com/snowboard-reviews/rossignol-diva-2010-2018-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,Women's,Taiwan or China,Directional Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Great,Good,Great,Good,Average,Excellent,"['2010', '2018']",womens,U0gwRtiUFvOHOnuGZFqPdTb/DNM=
Rossignol Frenemy,https://thegoodride.com/snowboard-reviews/rossignol-frenemy-2013-2019-snowboard-review,Loved it!,All Mountain,Beginner - Intermediate,Women's,Taiwan or China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Average,Good,Good,"['2013', '2019']",womens,BUBZgyiAXbTU7YJmDM9OCBPgLws=
Rossignol  Gala,https://thegoodride.com/snowboard-reviews/rossignol-gala-2013-2019-snowboard-review,Pretty Good,All Mountain,Beginner - Intermediate,Women's,Taiwan or China,Directional Twin,Hybrid Camber,Setback -15mm,Feels Normal,Good,Average,Average,Average,Great,Good,Good,Good,Good,"['2013', '2019']",womens,Pz1dJUvF8+Yi1AjlZ6hNl4yCTgA=
Rossignol Justice,https://thegoodride.com/snowboard-reviews/rossignol-justice-review-and-buying-advice,Pretty Good,All Mountain Freestyle,Intermediate - Expert,Women's,Taiwan or China,Directional Twin,Hybrid Camber,Setback -10mm,Feels Normal,Good,Average,Good,Good,Great,Good,Good,Good,Good,[],womens,O60Map5N6fQWn2YQg5qgdtWMRhk=
Rossignol Meraki,https://thegoodride.com/snowboard-reviews/rossignol-meraki-2020-snowboard-review,Liked it!,Freestyle,Beginner - Intermediate,"Women's, 8-10",None,True Twin,Hybrid Camber,Centered,Feels Normal,Good,Average,Average,Average,Good,Great,Good,Great,Average,['2020'],womens,6lRqA25VCsHd5efJwmYxejB1RMM=
Rossignol  Myth,https://thegoodride.com/snowboard-reviews/rossignol-myth-2013-2019-snowboard-review,It´s OK,Freestyle,Beginner - Advanced,Women's,Taiwan or China,True Twin,Hybrid Camber,Centered,Feels Heavy,Average,Average,Average,Average,Great,Great,Good,Good,Average,"['2013', '2019']",womens,TE7QNh6SkUycQnxBWQQfw+gMKEU=
Salomon Bellevue,https://thegoodride.com/snowboard-reviews/salomon-bellevue-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,"Women's, 8-10, 10-12",None,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Light,Great,Great,Great,Great,Good,Average,Average,Poor,Average,['2020'],womens,LvTtHD/jnjtKoSjrtNOKUh43Y5E=
Salomon  Gypsy,https://thegoodride.com/snowboard-reviews/salomon-gypsy-2010-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,Women's,None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Average,Great,Great,Good,Great,"['2010', '2019']",womens,ADb98seltCjEiuQXFcW8ZxRWz/E=
Salomon Pillow Talk,https://thegoodride.com/snowboard-reviews/salomon-pillow-talk-2020-snowboard-review,Liked it!,Powder,Intermediate - Advanced,"Women's, 8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Great,Great,Good,Average,Average,Poor,Average,['2020'],womens,/I35Jw6H6/YrTwbRv+cO+8GomXw=
Salomon Rumble Fish,https://thegoodride.com/snowboard-reviews/salomon-rumble-fish-snowboard-review-2020,Liked it!,All Mountain Freestyle,Intermediate - Expert,Women's,None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Good,Great,Great,Great,Good,Great,['2020'],womens,+JZ0u8vNGcYQ3p3OlrProPOYOp4=
Salomon Wonder,https://thegoodride.com/snowboard-reviews/salomon-wonder-2020-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,Women's,None,Directional Twin,Hybrid Camber,Setback -10mm,Feels Normal,Average,Good,Great,Good,Average,Good,Great,Average,Great,['2020'],womens,gZfUWfSvpkIk8qJ8fcfFxU0VMQI=
Sims SoFun,https://thegoodride.com/snowboard-reviews/sims-sofun-2017-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,Women's,USA by Never Summer,True Twin,Hybrid Camber,Centered,Feels Normal,Average,,Good,Good,Good,Great,Good,Good,Great,['2017'],womens,bcvCE9o4dNZAxa1iZaLQ/Y+nn2Q=
Soul Girl Powder,https://thegoodride.com/snowboard-reviews/soul-girl-powder-womens-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"Women's, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Excellent,Great,Excellent,Great,Good,Poor,Good,Poor,Good,[],womens,DeyRTD70NA8MxUImJ1AA3WAX/UQ=
Soul Womens Pitch Wing,https://thegoodride.com/snowboard-reviews/soul-womens-pitch-wing-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"Women's, 8-10",None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Excellent,Excellent,Great,Good,Poor,Good,Poor,Great,['2020'],womens,jkBOeWZslvypQupWEmz0UMRV6OY=
